,restaurant_name,address,category,location,price_level_G,curbside_pickup,delivery,dine_in,takeout,types,top_5_reviews,restaurant_type_x,avg_price_x,comments_x,url_x,delivery_fee_x,restaurant_type_y,url_y,restaurant_subtype,comments_y,avg_price_y,total_rating,avg_rating,avg_delivery_time
796,Jj Pokē Bowl & Taiwanese Bubble Tea,110 Atwood St,,,,,,,,,,Chinese Food,6.912837837837836,"{'Wonderful', 'great food!', 'Delicious!', 'I love the grilled chicken bowl for the delicious meat and rich side dishes! I also love the Brown sugar Long tea. It tastes really good', 'I love this place !', 'My dad and I decided to try this place out, and we both pretty much got addicted to this place! Thank you for making delicious food.', 'I love their food!', 'Literally the best bubble tea EVER, and their poke is also phenomenal. Don’t hesitate, if you are thinking of eating here, go for it!', 'Always fresh and fast!', 'So yummy every time 🥰', 'good poke, good bubble tea :)', 'JJ poke bowl has one of the best poke bowls in Pittsburgh and is convenient to get to.', 'Amazing quality of ingredients. Delicious flavors. Quick delivery!', 'It’s great, fast and amazing', 'The food was amazing', 'Best poke bowls in Pittsburgh hands down! 10/10', 'Best bubble tea and very filling portions. My favorite is the rainbow', 'JJ poke is delicious and fast and always good quality. I love their food and tea', 'Tasty nutrient bowl and boba very good', 'Its always delicious with really good portion. The delivery is quick and i love boba tea', 'love all the poke bowl customization options and the neat snacks :-)', 'I absolutely love the custom bubble tea and the grilled eel is great', 'Everything is always so fresh and delicious, I can’t stop coming back!', 'The food is delicious! the portions are perfect for rhe price and the service is always on point and super friendly! Definitely the best poke bowl spot in Pittsburgh!', 'Great Poke bowls.', 'Fresh and consistently good!', 'Always delicious', 'Very yummy food at a reasonable price.', 'The food is always fresh and delicious.', 'Quality food and excellent service', 'Super good food and speedy service!', 'my favorite place in pittsburgh to get poke!! everything is always so good and their fish is very fresh and delicious. underrated in oakland!', 'Their poke bowls are super fresh!', 'They have the best boba in Pittsburgh', 'Great food! Always tasty and fresh!', 'Best poke in Pittsburgh', 'good', 'Dope food', 'huge poke bowls that are delish and keto friendly. love', 'Their fruit teas are so delicious, and their food is so fresh and fairly priced.', 'Every time I order it’s always delicious! Also, you get a good portion for the price.', 'Food is great!', 'I love their poke bowls!!', 'delicious food and very traditional. reminds me of home quite a bit.', 'Their build your own poke bowls are the best in the city.  I keep returning frequently just for those!  The crab salad and spicy salmon are so great!', 'Eel bowl is awesome', 'Thank you for always getting my order right!', 'Always fresh and delicious!  I love everything I’ve ever ordered from this place :)', 'Quality ingredients, perfect portion size for the price and most importantly, delicious.', 'The bubble tea is the best', 'Delicious food with nice service', 'Jj Poke Bowl is always super fresh and delicious. I have never been disappointed in their food and I’ve ordered a lot from them! The portions are great and the food is amazing. Love the build your own option!', 'Their bubble teas and bowls are so good!!', 'Good amount food it’s so good', 'I LOOOOOOVE JJ Poke so much. Their bowls are amazing and their bubble tea is my absolute favorite. We place some very large orders and not once has it been wrong.', 'Good service good food', 'Thank you for making good stuff ever:)', 'Always fresh, delicious, quality ingredients and enough food to keep me full all day!  Best and most customizable Poke in the area, and the Boba is a great complement to the food. I am a customer for life.', 'The ingredients are always super fresh i Iove eating here so much and the bubble tea is amazing!', 'We are addicted!', 'best boba in pgh 🥺💞🌸', 'I love jj poke! They are so yum', 'Best Poke in Pittsburgh by far\\n', 'i love the reliable, healthy and tasty dishes at JJ - not to mention their absolutely amazing bubble tea!', 'Delicious!!!', 'wow.', 'This is my go to for bubble tea! I often order for groups and they’ve never forgotten or missed anything on my order. Super reliable!!', 'Fresh ingredients and the absolute best Poke in Pittsburgh', 'always amazing tasting food!', 'Best salmon poke in Oakland, comfort food with some bubble tea to go with it', 'Their eel don is really good!', 'The best food in town.', 'My dad & I tried JJ Poke Bowl and we fell in love with their food! The best part about ordering Yakiniku Bento is that the ingredients that goes with rice, egg, and pork, changes every time- giving me the sense that I am getting a surprise by friend!', 'Always LOVE JJ Poke. I never feel gross after eating here- but I’m always full and satisfied! Hidden treasure in Pittsburgh 🙌🏼🙌🏼🙌🏼', 'Fast Delivery!!!', 'JJ is my weekly go to. My favorite! Yakiniku Bento is the best!', 'Delicious and healthy!', 'so yummy', 'Excellent food and bubble tea, consistent quality and speedy too!', 'tasty', 'Good food, consistent high quality, and the service is very fast.', 'Fresh. Convenient. Tasty.', 'why i love jjpoke there food is always fresh and packaged very nicely..', 'The absolute best!', 'Very good', 'One of my new favorite restaurants!', 'Honestly the best pokē in Pittsburgh! I order from here about twice a week, which is a little embarrassing to admit, but it’s true. Could not recommend a better bowl and bubble tea combo!', 'the BYO poké bowls are incredible! tasty & fresh & delicious. and I appreciate that they care about giving employees more personal/family time :)', 'I have always had great service and love the food it’s always fresh and so tasty!', 'They make the best poke!!', 'its by far the best poke bowl ive had since moving to Pittsburgh', 'Amazing food and always perfect quality!', 'Their food is always fresh and portions are reasonable for the price. Which when it comes to seafood is the utmost importance. I’ve not found another place in the burgh that comes close to their supper bowl. I recommend this to everyone.', 'Consistently very tasty food (love the taro tea and spicy salmon poke bento) and the price is really good and low delivery fee and it’s a local place', 'They are so delicious & always get my order right', 'They are always quick, consistent and delicious. My number one place to order!', 'We love poke and JJ poke is best poke!!', 'Fast service, fresh food, Great selection. Always exactly as ordered with pretty generous portions. Definitely the best poke bowl in Pittsburgh!', 'Food is always fresh and consistent. Delivery is efficient!', 'Delicious & Fresh every time.', 'love it guys great work', 'Always gets our order right! We love it there', 'Boba is delicious! \U0001f9cb', 'Why I love JJ Poke Bowl &Taiwanese Bubble Tea... \\nFresh, Made to order, Great concept for Poke, Staff are customer service oriented. Delicious*', 'This place is the best sushi place in the area! I love to customize the poke bowls.', 'Worth every penny. Always fantastic', 'great brown sugar bubble tea! it’s my favorite in the area', 'There food is so fresh and delicious.', 'so good', 'Always fresh ingredients, quick preparations, and reasonable pricing!', 'They are fresh and good evey time.', 'Consistent fresh food', 'The Food & Teas are always fresh & delicious'}",https://www.ubereats.com/store/jj-poke-bowl-%26-taiwanese-bubble-tea/G2BFa207SaqN2-iDbeI1cA,,,,,,,200,4.9,0.0
797,People's Indian Restaurant,5147 Penn Ave,,,,,,,,,,Indian Food,11.585344827586228,"{'The food is always incredible!', 'Best indian food in Pittsburgh', 'So good, it put me to sleep. Like literally got sleepy after eating it was really good.', 'fantastic everything!', 'Curry is good', 'The biryani is simply amazing!', 'best paneer around', ""People's just has the best food!!!\\n\\nspice,taste,quality.."", 'Great quality food that is always delicious!', 'Best Indian food in the East End, and delivery is fast and packaged right!', 'Love their samosa chat, it’s my favorite thing they have', 'All good was deeeliscious!', 'Best raita I’ve ever tasted!!!', 'They are the nicest people, and the food is great, never a dish I didn’t love (and I’ve tried all their vegan options)', 'food is always excellent!', 'Best Indian food!!!', ""I Love People's Indian Restaurant! It's one of my favorite places to dine, especially for lunch. The food is amazing. The atmosphere is very welcoming, the staff are friendly. You kind of feel like family when you're here!"", 'Food was delicious. Hands down the best Indian in Pittsburgh. Authentic taste.', 'So delicious and hot, never had any of my food come cold, also very fast!', 'Great authentic Indian food!\\n', 'Very tasty! The Shahi Kofta was an interesting new flavor -- I highly reccomend. Defintely order on the spicier side of the scale (4+) if you want authentic flavor!', 'Everything was warm and delicious!', 'Best Indian food in Pittsburgh', 'reliable, great food, fast service!', 'good as always.  I thank you.', 'A creative buffet that has something for everyone.', 'Amazing flavors in every bite 😋', 'Good food. Yummm', 'The food is delicious! My 9 yr old daughter loves it and loves hers really spicy!! The naan is good too.', ""I don't usually rate places, but this was so good I had to. Every single thing I got was delicious, it arrived still hot and tasting as it would at the restaurant, and the value for the price couldn't be beat."", 'They always deliver on tasty food that packs a ton of flavor at a reasonable price you can’t beat it!', 'The mango lassi is more refreshing than the mango milkshake. They send plenty of food for the whole family.', 'The tastiest chicken tikka masala and mattar paneer!', 'Absolute best Indian on Uber eats', 'Really good and consistent', 'best korma in the city!', 'Authentic hot food', ""Best curry I've ever had."", 'Tasty spicy authentic Indian food - can’t go wrong', 'Seriously the best Indian food in Pittsburgh and our go-to. We love you!', 'delicious and gets here quickly. leftovers are just as good as fresh', 'Its great delicious food for an affordable price. I also love how you can choose the spice level', 'This restaurant has the best curry I have ever eaten. Everything I have tried from this restaurant is fantastic. Great flavor in every dish.', 'Order every time I am in town. Favorite for sure', 'Food is ALWAYS excellent!', 'Consistent quality and great taste at a good price.', 'The best chicken tikka masala I’ve ever had.', 'Food is always delicious and consistent', 'Never disappoints, the food is delicious.', 'The indian style pizza is really amazing!', 'Super tasty. Highly recommend!', 'Great consistent food', ""They're well worth a try: satisfying portions, safely packaging, flavorful delicacies, and great pricing!"", 'their food is always delicious and they always help the community.', 'simply the best Indian food in Pittsburgh. the kind staff just makes the food taste that much better and not to mention all the support they give to their local community! 12/10 would recommend', 'The food is delicious. It has unusual items that I like to try. The restaurant is a good community neighbor. They are involved in the community in positive ways.    Also prices are better than others.', 'Fresh and delicious I crave Indian food a lot and I always order from People’s', 'Food here tastes good and quality is stable.', 'The food is always delicious and made with quality ingredients', 'The best Indian food I’ve found in Pittsburgh. They don’t skimp on the spice, and the food is always warm and comforting.'}",https://www.ubereats.com/store/peoples-indian-restaurant/HZhQwAmlQHib7W7zHwrbGQ,,,,,,,200,4.8,0.0
798,Naan Makes Sense Indian Cafe,2890 Banksville Rd,,,,,,,,,,Indian Food,9.367777777777784,{},https://www.ubereats.com/store/naan-makes-sense-indian-cafe/VDN4P6b4XJG7TXJ7xgUhTA,,,,,,,0,,0.0
799,Kabab & Curry Restaurant & Grill,2890 Banksville Rd,,,,,,,,,,Indian Food,10.88310344827587,"{'Best chicken tikka masala in the area, and the tandoori wings are AMAZING!', 'It’s so good and flavorful.', 'great people and great food, i love there ingredients so bad. the best in Pittsburgh.', 'Consistent good taste !!!', 'Delicious and authentic options!', ""The curry here is FANTASTIC, and the levels of spice are just what you'd expect at each level. The rice tastes good even on its own and the naan is to die for. HIGHLY recommended, one of my all time favorite restaurants."", 'The food is always delicious, spice levels are perfect. Prices are great for the portion sizes too!', 'The goat curry was excellent! Tender and flavorful'}",https://www.ubereats.com/store/kabab-%26-curry-restaurant-%26-grill/jZ3x7vXRRQikO4N3v3ZWFw,,,,,,,60,4.5,0.0
800,Veggie Wonderland,"111 Smithfield St, Pittsburgh",,,,,,,,,,Indian Food,3.9825,{},https://www.ubereats.com/store/veggie-wonderland-111-smithfield-st/FYVPbcJUU9yxMakB36XnTw,,,,,,,0,,0.0
801,Badri's Biryani Bar,2890 Banksville Rd,,,,,,,,,,Indian Food,16.540000000000006,{},https://www.ubereats.com/store/badris-biryani-bar-2890-banksville-rd/L9V3gNkIVpqmlXckzX6X-A,,,,,,,0,,0.0
802,Choolaah Indian Bbq,6114 Centre Ave,,,,,,,,,,Indian Food,7.497343750000001,"{'Choolaah is a delicious affordable Indian option. Particularly if you on need some Indian for one.', 'Love the taste and freshness', 'Exactly what I was craving!', 'I love Choolah for always delivering the freshest of the fresh! :)', 'Easy to order', 'i love the food!', 'love their chicken wraps', 'Small selection....but good quality and super fresh', 'Great food high in flavor, something different from the normal food available in this city', 'They have the most delicious paneer and tikka masala. I also love the yogurt sauce.', 'Fast delivery, delicious food!', 'Choolah always hits the spot', 'Always fresh and great food!', 'I love the Indian flavors.', 'It’s healthy and filling.', 'I love their food and service', 'One of the best and healthiest food you can get in Pittsburgh!', 'Tasty affordable and fast!', 'It was fantastic!', 'Simply incredible food. Choolaah is like my family', 'I love this food! It’s inexpensive, nutritious and filling. Thank you so much !!', 'the wraps and the salad bowls are amazing! definitely recommend them.', 'Absolutely delicious!! Choolah has the best Chicken Tiki Masala in town.', ""It's just really really good"", 'They have great food thats reasonably priced and unbeatable', 'THANK YOU!', 'The food is delicious'}",https://www.ubereats.com/store/choolaah-indian-bbq-pittsburgh/qvW7IYA-RPyAduBpwjTAmg,,,,,,,188,4.8,0.0
803,Choolaah Indian Bbq,227 Summit Park Drive,,,,,,,,,,Indian Food,7.5704761904761915,"{'Good food. Not too oily. Well done and tasted fresh!', 'Really excellent food and nutritious too.', 'The food is always on time, hot, and very good.', 'I love Choolaah. My favorite is the Choolaah bowl with chicken, tofu, tikka masala, and some rice! Yum!', 'good food. buy a bottle of their hot sauce too', 'If you’re looking for something healthy and tasty then Choolahs is the place to go !', 'delicious!!', 'They have vegan options and their packaging is stellar!', 'Best chana masala and daal makhani', 'It’s super tasty', 'Fresh veggies & rich flavors'}",https://www.ubereats.com/store/choolaah-indian-bbq-north-fayette/UKaGItsiRm2DVho_0xbxZw,,,,,,,63,4.6,0.0
804,India Garden,4065 William Penn Hwy,,,,,,,,,,Indian Food,11.950597014925373,"{'Food is always fresh and tastes great.', 'Always great food and fair portions.', 'Their food is always good.', 'My dish was delicious', 'Amazing, fresh, and authentic Indian food! Always delivered still hot and their naan is perfect. Chicken tikka masala is the way to go', 'very good and came hot!', 'Truly spectacular! Best Indian food - recommend the pakoras and samosas and so much more!', 'Have been both in-person and have had delivery a number of times, food is always great and in-person service is excellent as well.', 'Always amazing food. Been a customer for years. Never disappointed.', 'India Garden is the best locally owned restaurant in Monroeville.  They have the kindest employees and very fair prices.', 'Indian cuisine is elite and the prices/portions/quality are all right. consistently amazing!'}",https://www.ubereats.com/store/india-garden/Gu_9LHlTR4Cp7bthjmWvUA,,,,,,,53,4.5,0.0
805,Hot Kurry,2890 Banksville Rd,,,,,,,,,,Indian Food,14.286000000000012,{},https://www.ubereats.com/store/hot-kurry-2890-banksville-rd/JoqxZ-j9VLySc85KQ9ykDw,,,,,,,0,,0.0
806,Taste Of Himalayas,5134 Clairton Blvd,,,,,,,,,,Indian Food,7.645740740740746,{},https://www.ubereats.com/store/taste-of-himalayas/o1PdJMCGWvC27XkdQ37k6A,,,,,,,0,,0.0
807,Tikka Taj,2101 Greentree Rd,,,,,,,,,,Indian Food,17.029189189189196,{},https://www.ubereats.com/store/tikka-taj-2101-greentree-road/pt4AWi5QWPeKycGyWhjzXw,,,,,,,0,,0.0
808,Papa Johns,11700 Frankstown Rd,,,,,,,,,,Indian Food,10.134117647058826,{'I love the service'},https://www.ubereats.com/store/papa-johns-11700-frankstown-road/_rNZ7lNZRsOLZuJ4_B1R7A,,,,,,,65,4.7,0.0
809,Dive Bar & Grille,3410 Saxonburg Blvd,,,,,,,,,,Indian Food,13.849586776859496,"{'Love their food', 'Their food is awesome!'}",https://www.ubereats.com/store/dive-bar-%26-grille-indiana/-FHheMM8Q8e4MRkAT4wqDA,,,,,,,35,4.8,0.0
810,Sree's,808 Penn Ave,,,,,,,,,,Indian Food,6.5625,{},https://www.ubereats.com/store/srees/CsbK3EANUz6AknLaxYMkqg,,,,,,,0,,0.0
811,Kabab King,7520 Mcknight Rd,,,,,,,,,,Indian Food,14.574021739130437,"{'Every dish I’ve tried is amazing!!  I especially like the Chicken Makhani. The sauce is out of this world!!', 'Delicious and helpful note to say a dish wasn’t dairy free', 'Yum', 'Food is awesome', 'Do yourself a favor and visit this lovely restaurant in Pittsburgh. The service is unmatched. The staff truly cares about your experience. The food is absolutely amazing – everything I tasted melted in my mouth. Absolutely the best in town while in P', 'Amazing food. What else is there to say. Give them a try. My favorite is the Chilli Chicken.', 'Good food, good price, and local!', 'always super clean and fresh and tasty!', 'Always fast! Great chicken makhni. 👍🏻'}",https://www.ubereats.com/store/kabab-king/zV3qF2JITeqkamCbFa0OPQ,,,,,,,37,4.7,0.0
